Date,Close
2014-12-16 00:00:00+07:00,1461.739990234375
2014-12-17 00:00:00+07:00,1480.199951171875
2014-12-18 00:00:00+07:00,1516.7900390625
2014-12-19 00:00:00+07:00,1514.3499755859375
2014-12-22 00:00:00+07:00,1536.8299560546875
2014-12-23 00:00:00+07:00,1531.1700439453125
2014-12-24 00:00:00+07:00,1525.06005859375
2014-12-25 00:00:00+07:00,1504.8900146484375
2014-12-26 00:00:00+07:00,1510.4100341796875
2014-12-29 00:00:00+07:00,1498.219970703125
2014-12-30 00:00:00+07:00,1497.6700439453125
2015-01-05 00:00:00+07:00,1483.25
2015-01-06 00:00:00+07:00,1477.5799560546875
2015-01-07 00:00:00+07:00,1500.75
2015-01-08 00:00:00+07:00,1521.6199951171875
2015-01-09 00:00:00+07:00,1529.4200439453125
2015-01-12 00:00:00+07:00,1531.2099609375
2015-01-13 00:00:00+07:00,1534.969970703125
2015-01-14 00:00:00+07:00,1523.239990234375
2015-01-15 00:00:00+07:00,1523.3800048828125
2015-01-16 00:00:00+07:00,1517.739990234375
2015-01-19 00:00:00+07:00,1535.3699951171875
2015-01-20 00:00:00+07:00,1535.0899658203125
2015-01-21 00:00:00+07:00,1537.3599853515625
2015-01-22 00:00:00+07:00,1560.3399658203125
2015-01-23 00:00:00+07:00,1598.3299560546875
2015-01-26 00:00:00+07:00,1588.31005859375
2015-01-27 00:00:00+07:00,1589.81005859375
2015-01-28 00:00:00+07:00,1592.81005859375
2015-01-29 00:00:00+07:00,1586.4000244140625
2015-01-30 00:00:00+07:00,1581.25
2015-02-02 00:00:00+07:00,1582.699951171875
2015-02-03 00:00:00+07:00,1602.5400390625
2015-02-04 00:00:00+07:00,1599.81005859375
2015-02-05 00:00:00+07:00,1607.9200439453125
2015-02-06 00:00:00+07:00,1613.6300048828125
2015-02-09 00:00:00+07:00,1601.77001953125
2015-02-10 00:00:00+07:00,1594.9599609375
2015-02-11 00:00:00+07:00,1605.1099853515625
2015-02-12 00:00:00+07:00,1613.4000244140625
2015-02-13 00:00:00+07:00,1615.8900146484375
2015-02-16 00:00:00+07:00,1608.0400390625
2015-02-17 00:00:00+07:00,1587.75
2015-02-18 00:00:00+07:00,1603.1400146484375
2015-02-19 00:00:00+07:00,1599.9599609375
2015-02-20 00:00:00+07:00,1603.449951171875
2015-02-23 00:00:00+07:00,1593.8900146484375
2015-02-24 00:00:00+07:00,1598.6600341796875
2015-02-25 00:00:00+07:00,1589.3299560546875
2015-02-26 00:00:00+07:00,1593.550048828125
2015-02-27 00:00:00+07:00,1587.010009765625
2015-03-02 00:00:00+07:00,1582.1400146484375
2015-03-03 00:00:00+07:00,1562.8399658203125
2015-03-05 00:00:00+07:00,1553.3299560546875
2015-03-06 00:00:00+07:00,1568.2900390625
2015-03-09 00:00:00+07:00,1559.7099609375
2015-03-10 00:00:00+07:00,1531.0400390625
2015-03-11 00:00:00+07:00,1543.8399658203125
2015-03-12 00:00:00+07:00,1544.3399658203125
2015-03-13 00:00:00+07:00,1541.550048828125
2015-03-16 00:00:00+07:00,1515.5699462890625
2015-03-17 00:00:00+07:00,1512.8399658203125
2015-03-18 00:00:00+07:00,1531.5
2015-03-19 00:00:00+07:00,1532.1300048828125
2015-03-20 00:00:00+07:00,1529.9599609375
2015-03-23 00:00:00+07:00,1520.010009765625
2015-03-24 00:00:00+07:00,1514.449951171875
2015-03-25 00:00:00+07:00,1512.800048828125
2015-03-26 00:00:00+07:00,1496.4100341796875
2015-03-27 00:00:00+07:00,1495.219970703125
2015-03-30 00:00:00+07:00,1496.510009765625
2015-03-31 00:00:00+07:00,1505.93994140625
2015-04-01 00:00:00+07:00,1525.5799560546875
2015-04-02 00:00:00+07:00,1532.22998046875
2015-04-03 00:00:00+07:00,1536.050048828125
2015-04-07 00:00:00+07:00,1549.530029296875
